taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project ID,GOLD Sequencing Project ID,Contact Name,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Project / Study Name,Specific Ecosystem,Genome Size   * assembled,Gene Count   * assembled
3300000970,Metagenome,Permanent Draft,Macroalgal surface microbial communities,"Macroalgal surface ecosystem from Botany Bay, Sydney, Australia - BBAY66",J. Craig Venter Institute (JCVI),3300000970,Ga0011746,Gp0056515,Alexandra Jazmin Roth Schulze,Host-associated,Algae,Ectosymbionts,Green algae,"Macroalgal surface ecosystem from Botany Bay, Sydney, Australia - BBAY66",Unclassified,653523679,2218337
3300012233,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P01034",Weill Cornell Medical College,3300012233,Ga0121195,Gp0135414,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P01034",Unclassified,22149771,28120
3300022897,Metagenome,Draft,"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)","Plant litter microbial communities from Arlington Agricultural Research Station in Wisconsin, United States - UWRJ-L051-202B-4",DOE Joint Genome Institute (JGI),3300022897,Ga0247764,Gp0290934,David Duncan,Environmental,Terrestrial,,Plant litter,"Plant litter microbial communities from Arlington Agricultural Research Station in Wisconsin, United States - UWRJ-L051-202B-4",,559439517,1224061
2228664020,Metagenome,Permanent Draft,"Xyleborus affinis microbial communities from Bern, Switzerland","Xyleborus affinis microbial communities from Bern, Switzerland, sample of larvae",DOE Joint Genome Institute (JGI),2228664020,Ga0011007,Gp0051620,Garret Suen,Host-associated,Arthropoda,Unclassified,Symbiotic fungal gardens and galleries,"Xyleborus affinis microbial communities from Bern, Switzerland, sample of larvae",Unclassified,85172530,173769
3300000030,Metagenome,Draft,Wetland microbial communities from Twitchell Island in the Sacramento Delta,"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site B1 Bulk",DOE Joint Genome Institute (JGI),3300000030,Ga0026108,Gp0053964,Susannah Tringe,Environmental,Aquatic,Wetlands,Marine,"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site B1 Bulk",Sediment,153197283,433712
3300014761,Metagenome,Draft,Human fecal microbial communities from obese patients in Germany,Human fecal microbial communities from obese patients in Germany - AS60_3,University of Hohenheim,3300014761,Ga0134438,Gp0151610,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from obese patients in Germany - AS60_3,Fecal,93579410,145818
3300011635,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00675",Weill Cornell Medical College,3300011635,Ga0121542,Gp0135761,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00675",Unclassified,31740518,43754
3300011651,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00343",Weill Cornell Medical College,3300011651,Ga0120825,Gp0135060,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00343",Unclassified,33239045,45869
3300025968,Metagenome,Draft,"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration","Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - RushSE_CattailNLA_D2 (SPAdes)",DOE Joint Genome Institute (JGI),3300025968,Ga0210103,Gp0101376,Susannah Tringe,Environmental,Terrestrial,Wetlands,Soil,"Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - RushSE_CattailNLA_D2",,149422177,311140
3300012864,Metagenome,Draft,"Characterization of biomass-degrading enzymes from insect-associated, soil, and chicken feces microbial communities","Enriched soil microbial communities from UW Madison campus, WI, USA - HID1975I_E6 MG",DOE Joint Genome Institute (JGI),3300012864,Ga0160461,Gp0191469,Cameron Currie,Environmental,Terrestrial,,Soil,"Enriched soil microbial communities from UW Madison campus, WI, USA - HID1975I_E6 MG",,161008697,245156
3300012556,Metagenome,Draft,Human skin bacterial and viral communities - University of Pennsylvania,Human skin bacterial and viral communities - University of Pennsylvania - MG100394,University of Pennsylvania,3300012556,Ga0118121,Gp0138058,,Host-associated,Human,Unclassified,Skin,Human skin bacterial and viral communities - University of Pennsylvania - MG100394,Unclassified,15665074,24831
3300014038,Metagenome,Draft,"Human oral microbial communities from Los Angeles, CA, USA","Human oral microbial communities from Los Angeles, CA, USA - S27-04-R","University of California, Los Angeles",3300014038,Ga0119819,Gp0134650,,Host-associated,Human,Oral,Digestive system,"Human oral microbial communities from Los Angeles, CA, USA - S27-04-R",Subgingival plaque,229410027,379759
3300028641,Metagenome,Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,"Enriched activated sludge microbial communities from anaerobic digester in WTTP, New Holstein, Wisconsin, United States - AAG_UR_Glu",DOE Joint Genome Institute (JGI),3300028641,Ga0302239,Gp0313014,Wen-Tso Liu,Engineered,Wastewater,,Anaerobic digestor,"Enriched activated sludge microbial communities from anaerobic digester in WTTP, New Holstein, Wisconsin, United States - AAG_UR_Glu",,307695643,519411
3300012067,Metagenome,Draft,Attine ant fungus gardens microbial communities from various locations in USA,"Attine ant fungus gardens microbial communities from Georgia, USA - TSGA061 MetaG",DOE Joint Genome Institute (JGI),3300012067,Ga0153977,Gp0175786,Jonathan L. Klassen,Host-associated,Fungi,,Mycelium,"Attine ant fungus gardens microbial communities from Georgia, USA - TSGA061 MetaG",,100679114,174861
3300024352,Metagenome,Draft,Freshwater microbial communities amended with dissolved organic matter (DOM) from various rivers in the United States,"Freshwater microbial communities from Altamaha River, Georgia, United States - Atl_Cont_RepB_0h",DOE Joint Genome Institute (JGI),3300024352,Ga0255142,Gp0293335,Byron Crump,Environmental,Aquatic,River,Freshwater,"Freshwater microbial communities from Altamaha River, Georgia, United States - Atl_Cont_RepB_0h",,149218592,345297
3300013134,Metagenome,Draft,"Beach sand microbial communities from Municipal Pensacola Beach, Florida","Beach sand microbial communities from Municipal Pensacola Beach, Florida - OS-S3",Georgia Institute of Technology,3300013134,Ga0116697,Gp0134503,,Environmental,Terrestrial,Sand,Soil,"Beach sand microbial communities from Municipal Pensacola Beach, Florida - OS-S3",Unclassified,315651363,772423
3300029001,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from infant at 12 months in Denmark - 343_12M,Beijing Genomics Institute (BGI),3300029001,Ga0169658,Gp0193652,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from infant at 12 months in Denmark - 343_12M,Fecal,50154350,60946
3300012250,Metagenome,Draft,Saline lake microbial communities from various lakes in Antarctica,"Saline lake microbial communities from Deep lake, Antarctica - Metagenome #85",DOE Joint Genome Institute (JGI),3300012250,Ga0136573,Gp0154658,Rick Cavicchioli,Environmental,Aquatic,Saline,Non-marine Saline and Alkaline,"Saline lake microbial communities from Deep lake, Antarctica - Metagenome #85",,60323580,133774
3300004085,Metagenome,Draft,Marine gutless worms symbiont microbial communities from various locations,"Marine gutless worms symbiont microbial communities from Max Planck institute for Marine Microbiology, Germany - Inanidrilus exumae BAHAMAS.1",DOE Joint Genome Institute (JGI),3300004085,Ga0066187,Gp0095998,Nicole Dubilier,Host-associated,Annelida,Unclassified,Digestive system,"Marine gutless worms symbiont microbial communities from Max Planck institute for Marine Microbiology, Germany -  Inanidrilus exumae BAHAMAS.1",,507937867,1029194
3300022924,Metagenome,Draft,"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)","Plant litter microbial communities from Arlington Agricultural Research Station in Wisconsin, United States - UWRJ-L089-202R-1",DOE Joint Genome Institute (JGI),3300022924,Ga0247808,Gp0290978,David Duncan,Environmental,Terrestrial,,Plant litter,"Plant litter microbial communities from Arlington Agricultural Research Station in Wisconsin, United States - UWRJ-L089-202R-1",,772826163,1576708
3300025199,Metagenome,Permanent Draft,Deep ocean microbial communities from the Global Malaspina Expedition,Marine microbial communities from the Deep Pacific Ocean - MP1648 (SPAdes),DOE Joint Genome Institute (JGI),3300025199,Ga0208331,Gp0053866,Silvia G. Acinas,Environmental,Aquatic,Oceanic,Marine,Marine microbial communities from the Deep Pacific Ocean - MP1648,Unclassified,69660325,131948
3300025818,Metagenome,Draft,Aqueous microbial communities from the Delaware River/Bay and Chesapeake Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_15_<0.8_DNA (SPAdes),DOE Joint Genome Institute (JGI),3300025818,Ga0208542,Gp0116155,Barbara Campbell,Environmental,Aquatic,Coastal,Marine,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_15_<0.8_DNA,Unclassified,389795832,899826
3300021982,Metagenome,Draft,Metagenomes from anaerobic digester of solid waste,"Food waste microbial community from Durham, Ontario, Canada - FW1 spades",University of Toronto,3300021982,Ga0226661,Gp0238881,Camilla Nesb?,Engineered,Bioreactor,,Aerobic,"Food waste microbial community from Durham, Ontario, Canada - FW1",,1963063731,3972387
3300011633,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00555",Weill Cornell Medical College,3300011633,Ga0120945,Gp0135180,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00555",Unclassified,24980302,43713
3300029020,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from infant at 12 months in Denmark - 42_12M,Beijing Genomics Institute (BGI),3300029020,Ga0169702,Gp0193696,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from infant at 12 months in Denmark - 42_12M,Fecal,94450628,115200
3300011890,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00374",Weill Cornell Medical College,3300011890,Ga0120845,Gp0135080,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00374",Unclassified,45495996,79962
3300029682,Metagenome,Draft,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA","Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 006_6_23_stool_1","Institute for Genome Sciences, University of Maryland School of Medicine",3300029682,Ga0242767,Gp0281883,,Host-associated,Human,Large intestine,Digestive system,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 006_6_23_stool_1",Fecal,150497204,182394
3300008145,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 160704339 reassembly","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300008145,Ga0114317,Gp0053163,,Host-associated,Human,Oral,Digestive system,"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 160704339",tongue dorsum,41422320,62142
3300029554,Metagenome,Draft,"Human fecal microbial communities from Shanghai, China","Human fecal microbial communities from Shanghai, China - P112V1",Beijing Genomics Institute (BGI),3300029554,Ga0245041,Gp0283664,,Host-associated,Human,Large intestine,Digestive system,"Human fecal microbial communities from Shanghai, China - P112V1",Fecal,150688401,195751
